SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;EDUCAÇÃO FÍSICA;Bacharelado;Integral;30;212655
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;EDUCAÇÃO FÍSICA;Licenciatura;Integral;30;212607
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ENFERMAGEM;Bacharelado;Integral;30;212600
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ENGENHARIA CIVIL;Bacharelado;Integral;80;212595
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ENGENHARIA DE COMPUTAÇÃO;Bacharelado;Integral;30;212604
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ENGENHARIA DE MATERIAIS;Bacharelado;Integral;80;212596
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ENGENHARIA DE PRODUÇÃO;Bacharelado;Integral;100;212615
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ENGENHARIA ELÉTRICA;Bacharelado;Integral;60;212649
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ENGENHARIA FÍSICA;Bacharelado;Integral;40;212612
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ENGENHARIA MECÂNICA;Bacharelado;Integral;60;212647
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ENGENHARIA QUÍMICA;Bacharelado;Integral;80;212597
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ESTATÍSTICA;Bacharelado;Integral;45;212599
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;FISIOTERAPIA;Bacharelado;Integral;40;212601
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;FÍSICA;Bacharelado;Integral;25;221123
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;FÍSICA;Licenciatura;Integral;25;221122
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;FÍSICA;Licenciatura;Noturno;30;212632
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;GERONTOLOGIA;Bacharelado;Integral;40;212650
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;Gestão e Análise Ambiental;Bacharelado;Integral;40;212648
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;IMAGEM E SOM;Bacharelado;Integral;44;212609
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;LETRAS - ESPANHOL;Licenciatura;Noturno;20;212610
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;LETRAS - INGLÊS;Licenciatura;Noturno;20;212611
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;Linguística;Bacharelado;Vespertino;40;212637
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;MATEMÁTICA;Licenciatura;Noturno;50;212608
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;MEDICINA;Bacharelado;Integral;40;212616
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;PEDAGOGIA;Licenciatura;Matutino;45;212651
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;PEDAGOGIA;Licenciatura;Noturno;45;212652
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;PSICOLOGIA;Bacharelado;Integral;40;212628
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;QUÍMICA;Bacharelado;Integral;60;212654
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;QUÍMICA;Licenciatura;Noturno;30;212613
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;TERAPIA OCUPACIONAL;Bacharelado;Integral;40;212602
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;TRADUÇÃO E INTERPRETAÇÃO EM LÍNGUA BRASILEIRA DE SINAIS - LIBRAS/LÍNGUA PORTUGUESA;Bacharelado;Integral;30;212659
