SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;AGROECOLOGIA;Bacharelado;Integral;40;212645
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;BIOTECNOLOGIA;Bacharelado;Integral;30;212622
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;CIÊNCIAS BIOLÓGICAS ;Licenciatura;Noturno;40;212635
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;ENGENHARIA AGRONÔMICA;Bacharelado;Integral;50;212605
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;FÍSICA;Licenciatura;Noturno;40;212644
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;QUÍMICA;Licenciatura;Noturno;40;212643
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ADMINISTRAÇÃO;Bacharelado;Integral;50;212661
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;CIÊNCIAS BIOLÓGICAS ;Bacharelado;Integral;40;212660
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ENGENHARIA AGRONÔMICA;Bacharelado;Integral;50;212658
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ENGENHARIA AMBIENTAL;Bacharelado;Integral;50;212657
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ENGENHARIA DE ALIMENTOS;Bacharelado;Integral;50;212656
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;ADMINISTRAÇÃO;Bacharelado;Noturno;60;212638
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIA DA COMPUTAÇÃO;Bacharelado;Integral;60;212631
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS BIOLÓGICAS ;Bacharelado;Integral;40;212617
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS BIOLÓGICAS ;Licenciatura;Integral;40;212618
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS BIOLÓGICAS ;Licenciatura;Noturno;25;212642
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS ECONÔMICAS;Bacharelado;Integral;60;212630
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;ENGENHARIA DE PRODUÇÃO;Bacharelado;Integral;60;212620
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;ENGENHARIA FLORESTAL;Bacharelado;Integral;40;212621
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;FÍSICA;Licenciatura;Noturno;25;212640
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;GEOGRAFIA;Licenciatura;Noturno;60;212636
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;MATEMÁTICA;Licenciatura;Noturno;25;212639
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;PEDAGOGIA;Licenciatura;Noturno;60;212634
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;QUÍMICA;Licenciatura;Noturno;25;212641
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;TURISMO;Bacharelado;Integral;40;212619
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ABI - FILOSOFIA;Área Básica de Ingresso (ABI);Noturno;36;212663
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;ABI - MATEMÁTICA;Área Básica de Ingresso (ABI);Integral;50;212662
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO;Bacharelado;Noturno;48;212606
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;BIOTECNOLOGIA;Bacharelado;Integral;40;212646
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;CIÊNCIA DA COMPUTAÇÃO;Bacharelado;Integral;60;212594
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;CIÊNCIAS BIOLÓGICAS ;Bacharelado;Integral;30;212653
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;CIÊNCIAS BIOLÓGICAS ;Licenciatura;Integral;30;212598
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;CIÊNCIAS SOCIAIS;Bacharelado;Integral;90;212603
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;São Carlos;UNIDADE SEDE;EDUCAÇÃO ESPECIAL;Licenciatura;Integral;40;212633
